;index;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination;Result;prediction_confidence;prediction;Churn_Risk;customer_priority
374;2889;2889;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,59;No;106,816666;-6,2;6708;Combination 6;TN;0,948352993;0;Least Concern;Low
375;2893;2893;33;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,13;No;106,816666;-6,2;4726,8;Combination 6;TN;0,796199755;0;Low;Low
376;2894;2894;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,455;No;106,816666;-6,2;7506,2;Combination 6;FP;0,597846853;1;Threatening;High
377;2898;2898;14;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,415;No;106,816666;-6,2;7306;Combination 6;TN;0,54418393;0;Low;Moderate
378;2899;2899;3;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;106,816666;-6,2;5759;Combination 6;FP;0,576455649;1;Threatening;Moderate
379;2901;2901;35;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;30,29;No;106,816666;-6,2;3140,8;Combination 6;TN;0,782016644;0;Low;Low
380;2902;2902;66;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,89;No;106,816666;-6,2;7824,7;Combination 6;TN;0,943695233;0;Least Concern;Low
381;2913;2913;63;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,895;No;106,816666;-6,2;8284,9;Combination 6;TN;0,912104341;0;Low;Low
382;2916;2916;48;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;106,816666;-6,2;4414,8;Combination 6;TN;0,842592165;0;Low;Low
383;2920;2920;45;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,785;No;106,816666;-6,2;4661,8;Combination 6;TN;0,824226731;0;Low;Low
384;2921;2921;23;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,24;No;106,816666;-6,2;5722,6;Combination 6;TN;0,715327773;0;Low;Moderate
385;2923;2923;35;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,975;No;106,816666;-6,2;7638,8;Combination 6;TN;0,782016644;0;Low;Moderate
386;2928;2928;8;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,87;No;106,816666;-6,2;4097,6;Combination 6;TN;0,564498967;0;Low;Moderate
387;2935;2935;23;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;27,105;No;106,816666;-6,2;5541,9;Combination 6;TN;0,598894412;0;Low;Moderate
388;2936;2936;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,35;No;106,816666;-6,2;4274,4;Combination 6;FP;0,500583506;1;Notable;Moderate
389;2937;2937;8;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,155;No;106,816666;-6,2;7040,8;Combination 6;FP;0,521882636;1;Notable;High
390;2941;2941;29;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;106,816666;-6,2;6067,1;Combination 6;TN;0,698288054;0;Low;Moderate
391;2946;2946;36;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;106,816666;-6,2;5427,5;Combination 6;TN;0,75915897;0;Low;Low
392;2952;2952;8;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,96;No;106,816666;-6,2;3742,7;Combination 6;FP;0,521882636;1;Notable;Moderate
393;2956;2956;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,325;No;106,816666;-6,2;7456,8;Combination 6;FP;0,587192399;1;Threatening;High
394;2967;2967;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,415;No;106,816666;-6,2;7475;Combination 6;FP;0,597846853;1;Threatening;High
395;2970;2970;3;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,325;No;106,816666;-6,2;5265;Combination 6;FP;0,618161997;1;Threatening;Moderate
396;2974;2974;13;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;106,816666;-6,2;3749,2;Combination 6;TN;0,533217796;0;Low;Moderate
397;2979;2979;54;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,545;No;106,816666;-6,2;7420,4;Combination 6;TN;0,907999952;0;Low;Low
398;2982;2982;67;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,025;No;106,816666;-6,2;6700,2;Combination 6;TN;0,9364126;0;Least Concern;Low
399;2984;2984;63;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,35;No;106,816666;-6,2;5681;Combination 6;TN;0,936233197;0;Least Concern;Low
400;2988;2988;5;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,715;No;106,816666;-6,2;7757,1;Combination 6;TN;0,531719639;0;Low;High
401;2989;2989;3;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,48;No;106,816666;-6,2;3823,3;Combination 6;FP;0,576455649;1;Threatening;Moderate
402;2993;2993;7;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;106,816666;-6,2;5275,4;Combination 6;FP;0,532881781;1;Notable;Moderate
403;2995;2995;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;27,3;No;106,816666;-6,2;6466,2;Combination 6;TN;0,948352993;0;Least Concern;Low
404;2997;2997;59;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;23,92;No;106,816666;-6,2;5687,5;Combination 6;TN;0,91186281;0;Low;Low
405;2998;2998;35;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;33,475;No;106,816666;-6,2;5452,2;Combination 6;TN;0,717162401;0;Low;Low
406;2999;2999;14;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,48;No;106,816666;-6,2;3701,1;Combination 6;TN;0,628135368;0;Low;Low
407;3000;3000;69;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,74;No;106,816666;-6,2;7049,9;Combination 6;TN;0,950330383;0;Least Concern;Low
408;3006;3006;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,805;No;107,60981;-6,914744;6227;Combination 6;TN;0,948352993;0;Least Concern;Low
409;3007;3007;46;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;27,43;No;107,60981;-6,914744;6228,3;Combination 6;TN;0,804689758;0;Low;Low
410;3010;3010;60;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,805;No;107,60981;-6,914744;8076,9;Combination 6;TN;0,915345685;0;Low;Low
411;3013;3013;22;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,825;No;107,60981;-6,914744;4423,9;Combination 6;TN;0,629539975;0;Low;Moderate
412;3016;3016;26;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;27,17;No;107,60981;-6,914744;7663,5;Combination 6;TN;0,669686337;0;Low;Moderate
413;3018;3018;2;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,455;No;107,60981;-6,914744;7792,2;Combination 6;FP;0,587192399;1;Threatening;High
414;3027;3027;23;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,52;No;107,60981;-6,914744;6107,4;Combination 6;TN;0,678718436;0;Low;Moderate
415;3028;3028;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;107,60981;-6,914744;5487,3;Combination 6;FP;0,597846853;1;Threatening;Moderate
416;3030;3030;15;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,545;No;107,60981;-6,914744;6263,4;Combination 6;TN;0,555107389;0;Low;Moderate
417;3039;3039;48;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;34,19;No;107,60981;-6,914744;2744,3;Combination 6;TN;0,864262877;0;Low;Low
418;3042;3042;63;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,155;No;107,60981;-6,914744;5935,8;Combination 6;TN;0,897162787;0;Low;Low
419;3043;3043;17;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;27,43;No;107,60981;-6,914744;3694,6;Combination 6;TN;0,658500262;0;Low;Low
420;3044;3044;4;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,505;No;107,60981;-6,914744;6862,7;Combination 6;FP;0,565646212;1;Threatening;High
421;3045;3045;62;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,8;No;107,60981;-6,914744;5895,5;Combination 6;TN;0,921938906;0;Least Concern;Low
422;3048;3048;27;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,415;No;107,60981;-6,914744;5759;Combination 6;TN;0,715940111;0;Low;Moderate
423;3052;3052;65;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,415;No;107,60981;-6,914744;5601,7;Combination 6;TN;0,941303931;0;Least Concern;Low
424;3054;3054;17;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,13;No;107,60981;-6,914744;2840,5;Combination 6;TN;0,576785213;0;Low;Low
425;3058;3058;34;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;107,60981;-6,914744;5376,8;Combination 6;TN;0,742654739;0;Low;Low
426;3060;3060;49;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,065;No;107,60981;-6,914744;7252,7;Combination 6;TN;0,869357246;0;Low;Low
427;3061;3061;53;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,22;No;107,60981;-6,914744;5846,1;Combination 6;TN;0,869698615;0;Low;Low
428;3075;3075;48;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,655;No;107,60981;-6,914744;5460;Combination 6;TN;0,864262877;0;Low;Low
429;3078;3078;7;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;107,60981;-6,914744;4647,5;Combination 6;FP;0,532881781;1;Notable;Moderate
430;3080;3080;29;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;107,60981;-6,914744;3525,6;Combination 6;TN;0,698288054;0;Low;Low
431;3086;3086;58;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,975;No;106,816666;-6,2;6405,1;Combination 6;TN;0,892731449;0;Low;Low
432;3087;3087;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,44;No;106,816666;-6,2;6708;Combination 6;FP;0,597846853;1;Threatening;High
433;3089;3089;35;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;33,28;No;106,816666;-6,2;3874;Combination 6;TN;0,717162401;0;Low;Low
434;3091;3091;47;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;33,02;No;106,816666;-6,2;4106,7;Combination 6;TN;0,811532409;0;Low;Low
